"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"83E24KQY","journalArticle","2021","Abrate, Carlo; Bonchi, Francesco","Counterfactual Graphs for Explainable Classification of Brain Networks","","","","","http://arxiv.org/abs/2106.08640","Training graph classifiers able to distinguish between healthy brains and dysfunctional ones, can help identifying substructures associated to specific cognitive phenotypes. However, the mere predictive power of the graph classifier is of limited interest to the neuroscientists, which have plenty of tools for the diagnosis of specific mental disorders. What matters is the interpretation of the model, as it can provide novel insights and new hypotheses. In this paper we propose \emph{counterfactual graphs} as a way to produce local post-hoc explanations of any black-box graph classifier. Given a graph and a black-box, a counterfactual is a graph which, while having high structural similarity with the original graph, is classified by the black-box in a different class. We propose and empirically compare several strategies for counterfactual graph search. Our experiments against a white-box classifier with known optimal counterfactual, show that our methods, although heuristic, can produce counterfactuals very close to the optimal one. Finally, we show how to use counterfactual graphs to build global explanations correctly capturing the behaviour of different black-box classifiers and providing interesting insights for the neuroscientists.","2021-06-18","2022-08-05 22:42:31","2022-08-05 22:42:31","2022-05-27 09:09:52","","","","","","","","","","","","","","","","","","","arXiv.org","","Number: arXiv:2106.08640 arXiv:2106.08640 [cs]","","/Users/q537342/Zotero/storage/RSEYF3Q9/Abrate and Bonchi - 2021 - Counterfactual Graphs for Explainable Classificati.pdf; /Users/q537342/Zotero/storage/2FD54ZB3/2106.html","","Computer Science - Machine Learning; Computer Science - Social and Information Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4F2X668G","bookSection","2020","Sarker, Md Kamruzzaman; Schwartz, Joshua; Hitzler, Pascal; Zhou, Lu; Nadella, Srikanth; Minnery, Brandon; Juvina, Ion; Raymer, Michael L.; Aue, William R.","Wikipedia Knowledge Graph for Explainable AI","Knowledge Graphs and Semantic Web","978-3-030-65383-5 978-3-030-65384-2","","","https://link.springer.com/10.1007/978-3-030-65384-2_6","","2020","2022-08-05 22:42:31","2022-08-05 22:42:31","2022-05-27 09:12:08","72-87","","","1232","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Communications in Computer and Information Science DOI: 10.1007/978-3-030-65384-2_6","","/Users/q537342/Zotero/storage/89EM4VEQ/Sarker et al. - 2020 - Wikipedia Knowledge Graph for Explainable AI.pdf","","","","Villazón-Terrazas, Boris; Ortiz-Rodríguez, Fernando; Tiwari, Sanju M.; Shandilya, Shishir K.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53GKLVQZ","journalArticle","1975","Levenshtein, V.I.","On the minimal redundancy of binary error-correcting codes","Information and Control","","00199958","10.1016/S0019-9958(75)90300-9","https://linkinghub.elsevier.com/retrieve/pii/S0019995875903009","","1975-08","2022-08-05 22:42:31","2022-08-05 22:42:31","2022-05-27 10:06:11","268-291","","4","28","","Information and Control","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QY6MG3P","bookSection","2021","Donadello, Ivan; Dragoni, Mauro","SeXAI: A Semantic Explainable Artificial Intelligence Framework","AIxIA 2020 – Advances in Artificial Intelligence","978-3-030-77090-7 978-3-030-77091-4","","","https://link.springer.com/10.1007/978-3-030-77091-4_4","","2021","2022-08-05 22:42:31","2022-08-05 22:42:31","2022-06-29 07:05:10","51-66","","","12414","","","SeXAI","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-030-77091-4_4","","/Users/q537342/Zotero/storage/Z6GR9NIP/Donadello and Dragoni - 2021 - SeXAI A Semantic Explainable Artificial Intellige.pdf","","","","Baldoni, Matteo; Bandini, Stefania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95L6GB2B","conferencePaper","2021","Duval, Alexandre; Malliaros, Fragkiskos D.","GraphSVX: Shapley Value Explanations for Graph Neural Networks","","","","","","Graph Neural Networks (GNNs) achieve significant performance for various learning tasks on geometric data due to the incorporation of graph structure into the learning of node representations, which renders their comprehension challenging. In this paper, we first propose a unified framework satisfied by most existing GNN explainers. Then, we introduce GraphSVX, a post hoc local model-agnostic explanation method specifically designed for GNNs. GraphSVX is a decomposition technique that captures the ""fair"" contribution of each feature and node towards the explained prediction by constructing a surrogate model on a perturbed dataset. It extends to graphs and ultimately provides as explanation the Shapley Values from game theory. Experiments on real-world and synthetic datasets demonstrate that GraphSVX achieves state-of-the-art performance compared to baseline models while presenting core theoretical and human-centric properties.","2021","2022-08-05 22:42:31","2022-08-05 22:42:31","","","","","","","","","","","","","","","","","","","","","","","","/Users/q537342/Zotero/storage/JYPM7BTF/Duval and Malliaros - 2021 - GraphSVX Shapley Value Explanations for Graph Neu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD)","","","","","","","","","","","","","","",""
"YW7JKJCC","conferencePaper","2020","Yuan, Hao; Tang, Jiliang; Hu, Xia; Ji, Shuiwang","XGNN: Towards Model-Level Explanations of Graph Neural Networks","Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining","978-1-4503-7998-4","","10.1145/3394486.3403085","https://dl.acm.org/doi/10.1145/3394486.3403085","","2020-08-23","2022-08-05 22:42:31","2022-08-05 22:42:31","2022-06-29 09:52:35","430-438","","","","","","XGNN","","","","","ACM","Virtual Event CA USA","en","","","","","DOI.org (Crossref)","","","","/Users/q537342/Zotero/storage/XLDSSBVY/Yuan et al. - 2020 - XGNN Towards Model-Level Explanations of Graph Ne.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KDD '20: The 26th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","","","","","","","","","","","","","","",""
"5KEXB75G","conferencePaper","2021","Schlichtkrull, Michael Sejr; De Cao, Nicola; Titov, Ivan","Interpreting Graph Neural Networks for NLP With Differentiable Edge Masking","","","","","","Graph neural networks (GNNs) have become a popular approach to integrating structural inductive biases into NLP models. However, there has been little work on interpreting them, and specifically on understanding which parts of the graphs (e.g. syntactic trees or co-reference structures) contribute to a prediction. In this work, we introduce a post-hoc method for interpreting the predictions of GNNs which identifies unnecessary edges. Given a trained GNN model, we learn a simple classifier that, for every edge in every layer, predicts if that edge can be dropped. We demonstrate that such a classifier can be trained in a fully differentiable fashion, employing stochastic gates and encouraging sparsity through the expected  norm. We use our technique as an attribution method to analyze GNN models for two tasks -- question answering and semantic role labeling -- providing insights into the information flow in these models. We show that we can drop a large proportion of edges without deteriorating the performance of the model, while we can analyse the remaining edges for interpreting model predictions.","2021","2022-08-05 22:42:31","2022-08-05 22:42:31","","","","","","","","","","","","","","","","","","","","","","","","/Users/q537342/Zotero/storage/RNQZG6VY/Schlichtkrull et al. - 2021 - Interpreting Graph Neural Networks for NLP With Di.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5CQZY84","journalArticle","2021","Yuan, Hao; Yu, Haiyang; Gui, Shurui; Ji, Shuiwang","Explainability in Graph Neural Networks: A Taxonomic Survey","","","","","http://arxiv.org/abs/2012.15445","Deep learning methods are achieving ever-increasing performance on many artificial intelligence tasks. A major limitation of deep models is that they are not amenable to interpretability. This limitation can be circumvented by developing post hoc techniques to explain the predictions, giving rise to the area of explainability. Recently, explainability of deep models on images and texts has achieved significant progress. In the area of graph data, graph neural networks (GNNs) and their explainability are experiencing rapid developments. However, there is neither a unified treatment of GNN explainability methods, nor a standard benchmark and testbed for evaluations. In this survey, we provide a unified and taxonomic view of current GNN explainability methods. Our unified and taxonomic treatments of this subject shed lights on the commonalities and differences of existing methods and set the stage for further methodological developments. To facilitate evaluations, we generate a set of benchmark graph datasets specifically for GNN explainability. We summarize current datasets and metrics for evaluating GNN explainability. Altogether, this work provides a unified methodological treatment of GNN explainability and a standardized testbed for evaluations.","2021-03-25","2022-08-05 22:42:31","2022-08-05 22:42:31","2022-07-01 06:52:39","","","","","","","Explainability in Graph Neural Networks","","","","","","","","","","","","arXiv.org","","arXiv:2012.15445 [cs]","","/Users/q537342/Zotero/storage/WVTMK9RT/Yuan et al. - 2021 - Explainability in Graph Neural Networks A Taxonom.pdf; /Users/q537342/Zotero/storage/DSBVRLPY/2012.html","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4VTKWS2","conferencePaper","2014","F., Gao, B., Cui, Q., Chen, E., & Liu, T.-Y. Tian","Learning deep representations for graph clustering","","","","","","","2014","2022-08-05 22:42:31","2022-08-05 22:42:31","","1293-1299","","","","","","","Proceedings of the AAAI Conference on Artificial Intelligence, 28(1)","","","","","","","","","","","","","Citation Key: Tian2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZFST46C","journalArticle","2004","Rosenthal, Jeffrey S Evans Michael J.;","Probability and statistics","","","","","","","2004","2022-08-05 22:42:31","2022-08-05 22:42:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSP5YDHY","conferencePaper","2014","Liu, T.-Y. Tian F. Gao B. Cui Q. Chen E. &","Learning deep representations for graph clustering","","","","","","","2014","2022-08-05 22:42:31","2022-08-05 22:42:31","","1293-1299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VN5F2P8B","journalArticle","2004","S., Michael J.; Rosenthal Evans Jeffrey","Probability and statistics","","","","","","","2004","2022-08-05 22:42:31","2022-08-05 22:42:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMFYKPGP","conferencePaper","2014","T.-Y., F Tian Gao B. Cui Q. Chen E. & Liu","Learning deep representations for graph clustering","","","","","","","2014","2022-08-05 22:42:31","2022-08-05 22:42:31","","1293-1299","","","","","","","","","","","","","","","","","","","","","","","","★","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IPRHLJ3","journalArticle","2014","Group, SCImago Research; OECD","OECD and SCImago research group (CSIC) (2015)","","","","","","","2014","2022-08-05 22:42:31","2022-11-09 12:29:55","","","","","","","","","","","","","","","","","","","","","","Publisher: Compendium of Bibliometric Science Indicators 2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
